ID|name|name_lower|composer|milliseconds|bytes|unit_price|media_type_ID|genre_ID|album_ID
1860|Damage Inc.|damage inc.|K.Hammett|330919|10725029|0.99|1|3|152
1861|Fuel|fuel|Hetfield, Ulrich, Hammett|269557|8876811|0.99|1|3|153
1862|The Memory Remains|the memory remains|Hetfield, Ulrich|279353|9110730|0.99|1|3|153
1863|Devil's Dance|devil's dance|Hetfield, Ulrich|318955|10414832|0.99|1|3|153
1864|The Unforgiven II|the unforgiven ii|Hetfield, Ulrich, Hammett|395520|12886474|0.99|1|3|153
1865|Better Than You|better than you|Hetfield, Ulrich|322899|10549070|0.99|1|3|153
1866|Slither|slither|Hetfield, Ulrich, Hammett|313103|10199789|0.99|1|3|153
1867|Carpe Diem Baby|carpe diem baby|Hetfield, Ulrich, Hammett|372480|12170693|0.99|1|3|153
1868|Bad Seed|bad seed|Hetfield, Ulrich, Hammett|245394|8019586|0.99|1|3|153
1869|Where The Wild Things Are|where the wild things are|Hetfield, Ulrich, Newsted|414380|13571280|0.99|1|3|153
1870|Prince Charming|prince charming|Hetfield, Ulrich|365061|12009412|0.99|1|3|153
1871|Low Man's Lyric|low man's lyric|Hetfield, Ulrich|457639|14855583|0.99|1|3|153
1872|Attitude|attitude|Hetfield, Ulrich|315898|10335734|0.99|1|3|153
1873|Fixxxer|fixxxer|Hetfield, Ulrich, Hammett|496065|16190041|0.99|1|3|153
1874|Fight Fire With Fire|fight fire with fire|Metallica|285753|9420856|0.99|1|3|154
1875|Ride The Lightning|ride the lightning|Metallica|397740|13055884|0.99|1|3|154
1876|For Whom The Bell Tolls|for whom the bell tolls|Metallica|311719|10159725|0.99|1|3|154
1877|Fade To Black|fade to black|Metallica|414824|13531954|0.99|1|3|154
1878|Trapped Under Ice|trapped under ice|Metallica|244532|7975942|0.99|1|3|154
1879|Escape|escape|Metallica|264359|8652332|0.99|1|3|154
1880|Creeping Death|creeping death|Metallica|396878|12955593|0.99|1|3|154
1881|The Call Of Ktulu|the call of ktulu|Metallica|534883|17486240|0.99|1|3|154
1882|Frantic|frantic|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|350458|11510849|0.99|1|3|155
1883|St. Anger|st. anger|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|441234|14363779|0.99|1|3|155
1884|Some Kind Of Monster|some kind of monster|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|505626|16557497|0.99|1|3|155
1885|Dirty Window|dirty window|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|324989|10670604|0.99|1|3|155
1886|Invisible Kid|invisible kid|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|510197|16591800|0.99|1|3|155
1887|My World|my world|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|345626|11253756|0.99|1|3|155
1888|Shoot Me Again|shoot me again|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|430210|14093551|0.99|1|3|155
1889|Sweet Amber|sweet amber|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|327235|10616595|0.99|1|3|155
1890|The Unnamed Feeling|the unnamed feeling|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|429479|14014582|0.99|1|3|155
1891|Purify|purify|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|314017|10232537|0.99|1|3|155
1892|All Within My Hands|all within my hands|Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich|527986|17162741|0.99|1|3|155
1893|Blackened|blackened|James Hetfield, Lars Ulrich & Jason Newsted|403382|13254874|0.99|1|3|156
1894|...And Justice For All|...and justice for all|James Hetfield, Lars Ulrich & Kirk Hammett|585769|19262088|0.99|1|3|156
1895|Eye Of The Beholder|eye of the beholder|James Hetfield, Lars Ulrich & Kirk Hammett|385828|12747894|0.99|1|3|156
1896|One|one|James Hetfield & Lars Ulrich|446484|14695721|0.99|1|3|156
1897|The Shortest Straw|the shortest straw|James Hetfield and Lars Ulrich|395389|13013990|0.99|1|3|156
1898|Harvester Of Sorrow|harvester of sorrow|James Hetfield and Lars Ulrich|345547|11377339|0.99|1|3|156
1899|The Frayed Ends Of Sanity|the frayed ends of sanity|James Hetfield, Lars Ulrich and Kirk Hammett|464039|15198986|0.99|1|3|156
1900|To Live Is To Die|to live is to die|James Hetfield, Lars Ulrich and Cliff Burton|588564|19243795|0.99|1|3|156
1901|Dyers Eve|dyers eve|James Hetfield, Lars Ulrich and Kirk Hammett|313991|10302828|0.99|1|3|156
1902|Springsville|springsville|J. Carisi|207725|6776219|0.99|1|2|157
1903|The Maids Of Cadiz|the maids of cadiz|L. Delibes|233534|7505275|0.99|1|2|157
1904|The Duke|the duke|Dave Brubeck|214961|6977626|0.99|1|2|157
1905|My Ship|my ship|Ira Gershwin, Kurt Weill|268016|8581144|0.99|1|2|157
1906|Miles Ahead|miles ahead|Miles Davis, Gil Evans|209893|6807707|0.99|1|2|157
1907|Blues For Pablo|blues for pablo|Gil Evans|318328|10218398|0.99|1|2|157
1908|New Rhumba|new rhumba|A. Jamal|276871|8980400|0.99|1|2|157
1909|The Meaning Of The Blues|the meaning of the blues|R. Troup, L. Worth|168594|5395412|0.99|1|2|157
1910|Lament|lament|J.J. Johnson|134191|4293394|0.99|1|2|157
1911|I Don't Wanna Be Kissed (By Anyone But You)|i don't wanna be kissed (by anyone but you)|H. Spina, J. Elliott|191320|6219487|0.99|1|2|157
1912|Springsville (Alternate Take)|springsville (alternate take)|J. Carisi|196388|6382079|0.99|1|2|157
1913|Blues For Pablo (Alternate Take)|blues for pablo (alternate take)|Gil Evans|212558|6900619|0.99|1|2|157
1914|The Meaning Of The Blues/Lament (Alternate Take)|the meaning of the blues/lament (alternate take)|J.J. Johnson/R. Troup, L. Worth|309786|9912387|0.99|1|2|157
1915|I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take)|i don't wanna be kissed (by anyone but you) (alternate take)|H. Spina, J. Elliott|192078|6254796|0.99|1|2|157
1916|Coração De Estudante|coração de estudante|Wagner Tiso, Milton Nascimento|238550|7797308|0.99|1|7|158
1917|A Noite Do Meu Bem|a noite do meu bem|Dolores Duran|220081|7125225|0.99|1|7|158
1918|Paisagem Na Janela|paisagem na janela|Lô Borges, Fernando Brant|197694|6523547|0.99|1|7|158
1919|Cuitelinho|cuitelinho|Folclore|209397|6803970|0.99|1|7|158
1920|Caxangá|caxangá|Milton Nascimento, Fernando Brant|245551|8144179|0.99|1|7|158
1921|Nos Bailes Da Vida|nos bailes da vida|Milton Nascimento, Fernando Brant|275748|9126170|0.99|1|7|158
1922|Menestrel Das Alagoas|menestrel das alagoas|Milton Nascimento, Fernando Brant|199758|6542289|0.99|1|7|158
1923|Brasil|brasil|Milton Nascimento, Fernando Brant|155428|5252560|0.99|1|7|158
1924|Canção Do Novo Mundo|canção do novo mundo|Beto Guedes, Ronaldo Bastos|215353|7032626|0.99|1|7|158
1925|Um Gosto De Sol|um gosto de sol|Milton Nascimento, Ronaldo Bastos|307200|9893875|0.99|1|7|158
1926|Solar|solar|Milton Nascimento, Fernando Brant|156212|5098288|0.99|1|7|158
1927|Para Lennon E McCartney|para lennon e mccartney|Lô Borges, Márcio Borges, Fernando Brant|321828|10626920|0.99|1|7|158
1928|Maria, Maria|maria, maria|Milton Nascimento, Fernando Brant|72463|2371543|0.99|1|7|158
1929|Minas|minas|Milton Nascimento, Caetano Veloso|152293|4921056|0.99|1|7|159
1930|Fé Cega, Faca Amolada|fé cega, faca amolada|Milton Nascimento, Ronaldo Bastos|278099|9258649|0.99|1|7|159
1931|Beijo Partido|beijo partido|Toninho Horta|229564|7506969|0.99|1|7|159
1932|Saudade Dos Aviões Da Panair (Conversando No Bar)|saudade dos aviões da panair (conversando no bar)|Milton Nascimento, Fernando Brant|268721|8805088|0.99|1|7|159
1933|Gran Circo|gran circo|Milton Nascimento, Márcio Borges|251297|8237026|0.99|1|7|159
1934|Ponta de Areia|ponta de areia|Milton Nascimento, Fernando Brant|272796|8874285|0.99|1|7|159
1935|Trastevere|trastevere|Milton Nascimento, Ronaldo Bastos|265665|8708399|0.99|1|7|159
1936|Idolatrada|idolatrada|Milton Nascimento, Fernando Brant|286249|9426153|0.99|1|7|159
1937|Leila (Venha Ser Feliz)|leila (venha ser feliz)|Milton Nascimento|209737|6898507|0.99|1|7|159
1938|Paula E Bebeto|paula e bebeto|Milton Nascimento, Caetano Veloso|135732|4583956|0.99|1|7|159
1939|Simples|simples|Nelson Angelo|133093|4326333|0.99|1|7|159
1940|Norwegian Wood|norwegian wood|John Lennon, Paul McCartney|413910|13520382|0.99|1|7|159
1941|Caso Você Queira Saber|caso você queira saber|Beto Guedes, Márcio Borges|205688|6787901|0.99|1|7|159
1942|Ace Of Spades|ace of spades|Clarke/Kilmister/Taylor|169926|5523552|0.99|1|3|160
1943|Love Me Like A Reptile|love me like a reptile|Clarke/Kilmister/Taylor|203546|6616389|0.99|1|3|160
1944|Shoot You In The Back|shoot you in the back|Clarke/Kilmister/Taylor|160026|5175327|0.99|1|3|160
1945|Live To Win|live to win|Clarke/Kilmister/Taylor|217626|7102182|0.99|1|3|160
1946|Fast And Loose|fast and loose|Clarke/Kilmister/Taylor|203337|6643350|0.99|1|3|160
1947|(We Are) The Road Crew|(we are) the road crew|Clarke/Kilmister/Taylor|192600|6283035|0.99|1|3|160
1948|Fire Fire|fire fire|Clarke/Kilmister/Taylor|164675|5416114|0.99|1|3|160
1949|Jailbait|jailbait|Clarke/Kilmister/Taylor|213916|6983609|0.99|1|3|160
1950|Dance|dance|Clarke/Kilmister/Taylor|158432|5155099|0.99|1|3|160
1951|Bite The Bullet|bite the bullet|Clarke/Kilmister/Taylor|98115|3195536|0.99|1|3|160
1952|The Chase Is Better Than The Catch|the chase is better than the catch|Clarke/Kilmister/Taylor|258403|8393310|0.99|1|3|160
1953|The Hammer|the hammer|Clarke/Kilmister/Taylor|168071|5543267|0.99|1|3|160
1954|Dirty Love|dirty love|Clarke/Kilmister/Taylor|176457|5805241|0.99|1|3|160
1955|Please Don't Touch|please don't touch|Heath/Robinson|169926|5557002|0.99|1|3|160
1956|Emergency|emergency|Dufort/Johnson/McAuliffe/Williams|180427|5828728|0.99|1|3|160
1957|Kir Royal|kir royal|Mônica Marianno|234788|7706552|0.99|1|16|161
1958|O Que Vai Em Meu Coração|o que vai em meu coração|Mônica Marianno|255373|8366846|0.99|1|16|161
1959|Aos Leões|aos leões|Mônica Marianno|234684|7790574|0.99|1|16|161
1960|Dois Índios|dois Índios|Mônica Marianno|219271|7213072|0.99|1|16|161
1961|Noite Negra|noite negra|Mônica Marianno|206811|6819584|0.99|1|16|161
1962|Beijo do Olhar|beijo do olhar|Mônica Marianno|252682|8369029|0.99|1|16|161
1963|É Fogo|É fogo|Mônica Marianno|194873|6501520|0.99|1|16|161
1964|Já Foi|já foi|Mônica Marianno|245681|8094872|0.99|1|16|161
1965|Só Se For Pelo Cabelo|só se for pelo cabelo|Mônica Marianno|238288|8006345|0.99|1|16|161
1966|No Clima|no clima|Mônica Marianno|249495|8362040|0.99|1|16|161
1967|A Moça e a Chuva|a moça e a chuva|Mônica Marianno|274625|8929357|0.99|1|16|161
1968|Demorou!|demorou!|Mônica Marianno|39131|1287083|0.99|1|16|161
1969|Bitter Pill|bitter pill|Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil|266814|8666786|0.99|1|3|162
1970|Enslaved|enslaved|Mick Mars/Nikki Sixx/Tommy Lee|269844|8789966|0.99|1|3|162
1971|Girls, Girls, Girls|girls, girls, girls|Mick Mars/Nikki Sixx/Tommy Lee|270288|8874814|0.99|1|3|162
1972|Kickstart My Heart|kickstart my heart|Nikki Sixx|283559|9237736|0.99|1|3|162
1973|Wild Side|wild side|Nikki Sixx/Tommy Lee/Vince Neil|276767|9116997|0.99|1|3|162
1974|Glitter|glitter|Bryan Adams/Nikki Sixx/Scott Humphrey|340114|11184094|0.99|1|3|162
1975|Dr. Feelgood|dr. feelgood|Mick Mars/Nikki Sixx|282618|9281875|0.99|1|3|162
1976|Same Ol' Situation|same ol' situation|Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil|254511|8283958|0.99|1|3|162
1977|Home Sweet Home|home sweet home|Nikki Sixx/Tommy Lee/Vince Neil|236904|7697538|0.99|1|3|162
1978|Afraid|afraid|Nikki Sixx|248006|8077464|0.99|1|3|162
1979|Don't Go Away Mad (Just Go Away)|don't go away mad (just go away)|Mick Mars/Nikki Sixx|279980|9188156|0.99|1|3|162
1980|Without You|without you|Mick Mars/Nikki Sixx|268956|8738371|0.99|1|3|162
1981|Smokin' in The Boys Room|smokin' in the boys room|Cub Coda/Michael Lutz|206837|6735408|0.99|1|3|162
1982|Primal Scream|primal scream|Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil|286197|9421164|0.99|1|3|162
1983|Too Fast For Love|too fast for love|Nikki Sixx|200829|6580542|0.99|1|3|162
1984|Looks That Kill|looks that kill|Nikki Sixx|240979|7831122|0.99|1|3|162
1985|Shout At The Devil|shout at the devil|Nikki Sixx|221962|7281974|0.99|1|3|162
1986|Intro|intro|Kurt Cobain|52218|1688527|0.99|1|1|163
1987|School|school|Kurt Cobain|160235|5234885|0.99|1|1|163
1988|Drain You|drain you|Kurt Cobain|215196|7013175|0.99|1|1|163
1989|Aneurysm|aneurysm|Nirvana|271516|8862545|0.99|1|1|163
1990|Smells Like Teen Spirit|smells like teen spirit|Nirvana|287190|9425215|0.99|1|1|163
1991|Been A Son|been a son|Kurt Cobain|127555|4170369|0.99|1|1|163
1992|Lithium|lithium|Kurt Cobain|250017|8148800|0.99|1|1|163
1993|Sliver|sliver|Kurt Cobain|116218|3784567|0.99|1|1|163
1994|Spank Thru|spank thru|Kurt Cobain|190354|6186487|0.99|1|1|163
1995|Scentless Apprentice|scentless apprentice|Nirvana|211200|6898177|0.99|1|1|163
1996|Heart-Shaped Box|heart-shaped box|Kurt Cobain|281887|9210982|0.99|1|1|163
1997|Milk It|milk it|Kurt Cobain|225724|7406945|0.99|1|1|163
1998|Negative Creep|negative creep|Kurt Cobain|163761|5354854|0.99|1|1|163
1999|Polly|polly|Kurt Cobain|149995|4885331|0.99|1|1|163
2000|Breed|breed|Kurt Cobain|208378|6759080|0.99|1|1|163
2001|Tourette's|tourette's|Kurt Cobain|115591|3753246|0.99|1|1|163
2002|Blew|blew|Kurt Cobain|216346|7096936|0.99|1|1|163
2003|Smells Like Teen Spirit|smells like teen spirit|Kurt Cobain|301296|9823847|0.99|1|1|164
2004|In Bloom|in bloom|Kurt Cobain|254928|8327077|0.99|1|1|164
2005|Come As You Are|come as you are|Kurt Cobain|219219|7123357|0.99|1|1|164
2006|Breed|breed|Kurt Cobain|183928|5984812|0.99|1|1|164
2007|Lithium|lithium|Kurt Cobain|256992|8404745|0.99|1|1|164
2008|Polly|polly|Kurt Cobain|177031|5788407|0.99|1|1|164
2009|Territorial Pissings|territorial pissings|Kurt Cobain|143281|4613880|0.99|1|1|164
2010|Drain You|drain you|Kurt Cobain|223973|7273440|0.99|1|1|164
2011|Lounge Act|lounge act|Kurt Cobain|156786|5093635|0.99|1|1|164
2012|Stay Away|stay away|Kurt Cobain|212636|6956404|0.99|1|1|164
2013|On A Plain|on a plain|Kurt Cobain|196440|6390635|0.99|1|1|164
2014|Something In The Way|something in the way|Kurt Cobain|230556|7472168|0.99|1|1|164
2015|Time|time||96888|3124455|0.99|1|1|165
2016|P.S.Apareça|p.s.apareça||209188|6842244|0.99|1|1|165
2017|Sangue Latino|sangue latino||223033|7354184|0.99|1|1|165
2018|Folhas Secas|folhas secas||161253|5284522|0.99|1|1|165
2019|Poeira|poeira||267075|8784141|0.99|1|1|165
2020|Mágica|mágica||233743|7627348|0.99|1|1|165
2021|Quem Mata A Mulher Mata O Melhor|quem mata a mulher mata o melhor||262791|8640121|0.99|1|1|165
2022|Mundaréu|mundaréu||217521|7158975|0.99|1|1|165
2023|O Braço Da Minha Guitarra|o braço da minha guitarra||258351|8469531|0.99|1|1|165
2024|Deus|deus||284160|9188110|0.99|1|1|165
2025|Mãe Terra|mãe terra||306625|9949269|0.99|1|1|165
2026|Às Vezes|Às vezes||330292|10706614|0.99|1|1|165
2027|Menino De Rua|menino de rua||329795|10784595|0.99|1|1|165
2028|Prazer E Fé|prazer e fé||214831|7031383|0.99|1|1|165
2029|Elza|elza||199105|6517629|0.99|1|1|165
2030|Requebra|requebra||240744|8010811|0.99|1|7|166
2031|Nossa Gente (Avisa Là)|nossa gente (avisa là)||188212|6233201|0.99|1|7|166
2032|Olodum - Alegria Geral|olodum - alegria geral||233404|7754245|0.99|1|7|166
2033|Madagáscar Olodum|madagáscar olodum||252264|8270584|0.99|1|7|166
2034|Faraó Divindade Do Egito|faraó divindade do egito||228571|7523278|0.99|1|7|166
2035|Todo Amor (Asas Da Liberdade)|todo amor (asas da liberdade)||245133|8121434|0.99|1|7|166
2036|Denúncia|denúncia||159555|5327433|0.99|1|7|166
2037|Olodum, A Banda Do Pelô|olodum, a banda do pelô||146599|4900121|0.99|1|7|166
2038|Cartao Postal|cartao postal||211565|7082301|0.99|1|7|166
2039|Jeito Faceiro|jeito faceiro||217286|7233608|0.99|1|7|166
2040|Revolta Olodum|revolta olodum||230191|7557065|0.99|1|7|166
2041|Reggae Odoyá|reggae odoyá||224470|7499807|0.99|1|7|166
2042|Protesto Do Olodum (Ao Vivo)|protesto do olodum (ao vivo)||206001|6766104|0.99|1|7|166
2043|Olodum - Smile (Instrumental)|olodum - smile (instrumental)||235833|7871409|0.99|1|7|166
2044|Vulcão Dub - Fui Eu|vulcão dub - fui eu|Bi Ribeira/Herbert Vianna/João Barone|287059|9495202|0.99|1|7|167
2045|O Trem Da Juventude|o trem da juventude|Herbert Vianna|225880|7507655|0.99|1|7|167
2046|Manguetown|manguetown|Chico Science/Dengue/Lúcio Maia|162925|5382018|0.99|1|7|167
2047|Um Amor, Um Lugar|um amor, um lugar|Herbert Vianna|184555|6090334|0.99|1|7|167
2048|Bora-Bora|bora-bora|Herbert Vianna|182987|6036046|0.99|1|7|167
2049|Vai Valer|vai valer|Herbert Vianna|206524|6899778|0.99|1|7|167
2050|I Feel Good (I Got You) - Sossego|i feel good (i got you) - sossego|James Brown/Tim Maia|244976|8091302|0.99|1|7|167
2051|Uns Dias|uns dias|Herbert Vianna|240796|7931552|0.99|1|7|167
2052|Sincero Breu|sincero breu|C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva|208013|6921669|0.99|1|7|167
2053|Meu Erro|meu erro|Herbert Vianna|188577|6192791|0.99|1|7|167
2054|Selvagem|selvagem|Bi Ribeiro/Herbert Vianna/João Barone|148558|4942831|0.99|1|7|167
2055|Brasília 5:31|brasília 5:31|Herbert Vianna|178337|5857116|0.99|1|7|167
2056|Tendo A Lua|tendo a lua|Herbert Vianna/Tet Tillett|198922|6568180|0.99|1|7|167
2057|Que País É Este|que país É este|Renato Russo|216685|7137865|0.99|1|7|167
2058|Navegar Impreciso|navegar impreciso|Herbert Vianna|262870|8761283|0.99|1|7|167
2059|Feira Moderna|feira moderna|Beto Guedes/Fernando Brant/L Borges|182517|6001793|0.99|1|7|167
2060|Tequila - Lourinha Bombril (Parate Y Mira)|tequila - lourinha bombril (parate y mira)|Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna|255738|8514961|0.99|1|7|167
2061|Vamo Batê Lata|vamo batê lata|Herbert Vianna|228754|7585707|0.99|1|7|167
2062|Life During Wartime|life during wartime|Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth|259186|8543439|0.99|1|7|167
2063|Nebulosa Do Amor|nebulosa do amor|Herbert Vianna|203415|6732496|0.99|1|7|167
2064|Caleidoscópio|caleidoscópio|Herbert Vianna|256522|8484597|0.99|1|7|167
2065|Trac Trac|trac trac|Fito Paez/Herbert Vianna|231653|7638256|0.99|1|7|168
2066|Tendo A Lua|tendo a lua|Herbert Vianna/Tetê Tillet|219585|7342776|0.99|1|7|168
2067|Mensagen De Amor (2000)|mensagen de amor (2000)|Herbert Vianna|183588|6061324|0.99|1|7|168
2068|Lourinha Bombril|lourinha bombril|Bahiano/Diego Blanco/Herbert Vianna|159895|5301882|0.99|1|7|168
2069|La Bella Luna|la bella luna|Herbert Vianna|192653|6428598|0.99|1|7|168
2070|Busca Vida|busca vida|Herbert Vianna|176431|5798663|0.99|1|7|168
2071|Uma Brasileira|uma brasileira|Carlinhos Brown/Herbert Vianna|217573|7280574|0.99|1|7|168
2072|Luis Inacio (300 Picaretas)|luis inacio (300 picaretas)|Herbert Vianna|198191|6576790|0.99|1|7|168
2073|Saber Amar|saber amar|Herbert Vianna|202788|6723733|0.99|1|7|168
2074|Ela Disse Adeus|ela disse adeus|Herbert Vianna|226298|7608999|0.99|1|7|168
2075|O Amor Nao Sabe Esperar|o amor nao sabe esperar|Herbert Vianna|241084|8042534|0.99|1|7|168
2076|Aonde Quer Que Eu Va|aonde quer que eu va|Herbert Vianna/Paulo Sérgio Valle|258089|8470121|0.99|1|7|168
2077|Caleidoscópio|caleidoscópio||211330|7000017|0.99|1|7|169
2078|Óculos|Óculos||219271|7262419|0.99|1|7|169
2079|Cinema Mudo|cinema mudo||227918|7612168|0.99|1|7|169
2080|Alagados|alagados||302393|10255463|0.99|1|7|169
2081|Lanterna Dos Afogados|lanterna dos afogados||190197|6264318|0.99|1|7|169
2082|Melô Do Marinheiro|melô do marinheiro||208352|6905668|0.99|1|7|169
2083|Vital E Sua Moto|vital e sua moto||210207|6902878|0.99|1|7|169
2084|O Beco|o beco||189178|6293184|0.99|1|7|169
2085|Meu Erro|meu erro||208431|6893533|0.99|1|7|169
2086|Perplexo|perplexo||161175|5355013|0.99|1|7|169
2087|Me Liga|me liga||229590|7565912|0.99|1|7|169
2088|Quase Um Segundo|quase um segundo||275644|8971355|0.99|1|7|169
2089|Selvagem|selvagem||245890|8141084|0.99|1|7|169
2090|Romance Ideal|romance ideal||250070|8260477|0.99|1|7|169
2091|Será Que Vai Chover?|será que vai chover?||337057|11133830|0.99|1|7|169
2092|SKA|ska||148871|4943540|0.99|1|7|169
2093|Bark at the Moon|bark at the moon|O. Osbourne|257252|4601224|0.99|2|1|170
2094|I Don't Know|i don't know|B. Daisley, O. Osbourne & R. Rhoads|312980|5525339|0.99|2|1|171
2095|Crazy Train|crazy train|B. Daisley, O. Osbourne & R. Rhoads|295960|5255083|0.99|2|1|171
